census_name,clean_name,census_place_code,race_ethnicity,population
"Cook County (part), Alsip village, Illinois",Alsip,01010,Hispanic/Latino,5056
"Cook County (part), Alsip village, Illinois",Alsip,01010,Non-Hispanic Asian,359
"Cook County (part), Alsip village, Illinois",Alsip,01010,Non-Hispanic Black,4235
"Cook County (part), Alsip village, Illinois",Alsip,01010,Non-Hispanic Multiracial,452
"Cook County (part), Alsip village, Illinois",Alsip,01010,Non-Hispanic Other,66
"Cook County (part), Alsip village, Illinois",Alsip,01010,Non-Hispanic White,8895
"Cook County (part), Arlington Heights village, Illinois",Arlington Heights,02154,Hispanic/Latino,5388
"Cook County (part), Arlington Heights village, Illinois",Arlington Heights,02154,Non-Hispanic Asian,8323
"Cook County (part), Arlington Heights village, Illinois",Arlington Heights,02154,Non-Hispanic Black,1195
"Cook County (part), Arlington Heights village, Illinois",Arlington Heights,02154,Non-Hispanic Multiracial,2160
"Cook County (part), Arlington Heights village, Illinois",Arlington Heights,02154,Non-Hispanic Other,277
"Cook County (part), Arlington Heights village, Illinois",Arlington Heights,02154,Non-Hispanic White,60333
"Cook County (part), Barrington Hills village, Illinois",Barrington Hills,03883,Hispanic/Latino,112
"Cook County (part), Barrington Hills village, Illinois",Barrington Hills,03883,Non-Hispanic Asian,241
"Cook County (part), Barrington Hills village, Illinois",Barrington Hills,03883,Non-Hispanic Black,15
"Cook County (part), Barrington Hills village, Illinois",Barrington Hills,03883,Non-Hispanic Multiracial,50
"Cook County (part), Barrington Hills village, Illinois",Barrington Hills,03883,Non-Hispanic Other,13
"Cook County (part), Barrington Hills village, Illinois",Barrington Hills,03883,Non-Hispanic White,1721
"Cook County (part), Barrington village, Illinois",Barrington,03844,Hispanic/Latino,388
"Cook County (part), Barrington village, Illinois",Barrington,03844,Non-Hispanic Asian,390
"Cook County (part), Barrington village, Illinois",Barrington,03844,Non-Hispanic Black,69
"Cook County (part), Barrington village, Illinois",Barrington,03844,Non-Hispanic Multiracial,198
"Cook County (part), Barrington village, Illinois",Barrington,03844,Non-Hispanic Other,8
"Cook County (part), Barrington village, Illinois",Barrington,03844,Non-Hispanic White,4803
"Cook County (part), Bartlett village, Illinois",Bartlett,04013,Hispanic/Latino,2759
"Cook County (part), Bartlett village, Illinois",Bartlett,04013,Non-Hispanic Asian,3492
"Cook County (part), Bartlett village, Illinois",Bartlett,04013,Non-Hispanic Black,516
"Cook County (part), Bartlett village, Illinois",Bartlett,04013,Non-Hispanic Multiracial,495
"Cook County (part), Bartlett village, Illinois",Bartlett,04013,Non-Hispanic Other,62
"Cook County (part), Bartlett village, Illinois",Bartlett,04013,Non-Hispanic White,9887
"Cook County (part), Bedford Park village, Illinois",Bedford Park,04572,Hispanic/Latino,222
"Cook County (part), Bedford Park village, Illinois",Bedford Park,04572,Non-Hispanic Asian,10
"Cook County (part), Bedford Park village, Illinois",Bedford Park,04572,Non-Hispanic Black,15
"Cook County (part), Bedford Park village, Illinois",Bedford Park,04572,Non-Hispanic Multiracial,21
"Cook County (part), Bedford Park village, Illinois",Bedford Park,04572,Non-Hispanic Other,2
"Cook County (part), Bedford Park village, Illinois",Bedford Park,04572,Non-Hispanic White,332
"Cook County (part), Bellwood village, Illinois",Bellwood,04975,Hispanic/Latino,5034
"Cook County (part), Bellwood village, Illinois",Bellwood,04975,Non-Hispanic Asian,119
"Cook County (part), Bellwood village, Illinois",Bellwood,04975,Non-Hispanic Black,12705
"Cook County (part), Bellwood village, Illinois",Bellwood,04975,Non-Hispanic Multiracial,300
"Cook County (part), Bellwood village, Illinois",Bellwood,04975,Non-Hispanic Other,86
"Cook County (part), Bellwood village, Illinois",Bellwood,04975,Non-Hispanic White,545
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,Hispanic/Latino,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,Non-Hispanic Asian,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,Non-Hispanic Black,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,Non-Hispanic Multiracial,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,Non-Hispanic Other,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,Non-Hispanic White,0
"Cook County (part), Berkeley village, Illinois",Berkeley,05404,Hispanic/Latino,2008
"Cook County (part), Berkeley village, Illinois",Berkeley,05404,Non-Hispanic Asian,219
"Cook County (part), Berkeley village, Illinois",Berkeley,05404,Non-Hispanic Black,1718
"Cook County (part), Berkeley village, Illinois",Berkeley,05404,Non-Hispanic Multiracial,122
"Cook County (part), Berkeley village, Illinois",Berkeley,05404,Non-Hispanic Other,29
"Cook County (part), Berkeley village, Illinois",Berkeley,05404,Non-Hispanic White,1242
"Cook County (part), Berwyn city, Illinois",Berwyn,05573,Hispanic/Latino,36726
"Cook County (part), Berwyn city, Illinois",Berwyn,05573,Non-Hispanic Asian,1365
"Cook County (part), Berwyn city, Illinois",Berwyn,05573,Non-Hispanic Black,4622
"Cook County (part), Berwyn city, Illinois",Berwyn,05573,Non-Hispanic Multiracial,888
"Cook County (part), Berwyn city, Illinois",Berwyn,05573,Non-Hispanic Other,277
"Cook County (part), Berwyn city, Illinois",Berwyn,05573,Non-Hispanic White,13372
"Cook County (part), Blue Island city, Illinois",Blue Island,06704,Hispanic/Latino,11720
"Cook County (part), Blue Island city, Illinois",Blue Island,06704,Non-Hispanic Asian,86
"Cook County (part), Blue Island city, Illinois",Blue Island,06704,Non-Hispanic Black,6817
"Cook County (part), Blue Island city, Illinois",Blue Island,06704,Non-Hispanic Multiracial,385
"Cook County (part), Blue Island city, Illinois",Blue Island,06704,Non-Hispanic Other,108
"Cook County (part), Blue Island city, Illinois",Blue Island,06704,Non-Hispanic White,3442
"Cook County (part), Bridgeview village, Illinois",Bridgeview,08225,Hispanic/Latino,3991
"Cook County (part), Bridgeview village, Illinois",Bridgeview,08225,Non-Hispanic Asian,564
"Cook County (part), Bridgeview village, Illinois",Bridgeview,08225,Non-Hispanic Black,658
"Cook County (part), Bridgeview village, Illinois",Bridgeview,08225,Non-Hispanic Multiracial,441
"Cook County (part), Bridgeview village, Illinois",Bridgeview,08225,Non-Hispanic Other,86
"Cook County (part), Bridgeview village, Illinois",Bridgeview,08225,Non-Hispanic White,11287
"Cook County (part), Broadview village, Illinois",Broadview,08446,Hispanic/Latino,1225
"Cook County (part), Broadview village, Illinois",Broadview,08446,Non-Hispanic Asian,171
"Cook County (part), Broadview village, Illinois",Broadview,08446,Non-Hispanic Black,5642
"Cook County (part), Broadview village, Illinois",Broadview,08446,Non-Hispanic Multiracial,180
"Cook County (part), Broadview village, Illinois",Broadview,08446,Non-Hispanic Other,41
"Cook County (part), Broadview village, Illinois",Broadview,08446,Non-Hispanic White,739
"Cook County (part), Brookfield village, Illinois",Brookfield,08576,Hispanic/Latino,5020
"Cook County (part), Brookfield village, Illinois",Brookfield,08576,Non-Hispanic Asian,346
"Cook County (part), Brookfield village, Illinois",Brookfield,08576,Non-Hispanic Black,597
"Cook County (part), Brookfield village, Illinois",Brookfield,08576,Non-Hispanic Multiracial,640
"Cook County (part), Brookfield village, Illinois",Brookfield,08576,Non-Hispanic Other,82
"Cook County (part), Brookfield village, Illinois",Brookfield,08576,Non-Hispanic White,12791
"Cook County (part), Buffalo Grove village, Illinois",Buffalo Grove,09447,Hispanic/Latino,1799
"Cook County (part), Buffalo Grove village, Illinois",Buffalo Grove,09447,Non-Hispanic Asian,1335
"Cook County (part), Buffalo Grove village, Illinois",Buffalo Grove,09447,Non-Hispanic Black,205
"Cook County (part), Buffalo Grove village, Illinois",Buffalo Grove,09447,Non-Hispanic Multiracial,355
"Cook County (part), Buffalo Grove village, Illinois",Buffalo Grove,09447,Non-Hispanic Other,37
"Cook County (part), Buffalo Grove village, Illinois",Buffalo Grove,09447,Non-Hispanic White,10081
"Cook County (part), Burbank city, Illinois",Burbank,09642,Hispanic/Latino,11650
"Cook County (part), Burbank city, Illinois",Burbank,09642,Non-Hispanic Asian,906
"Cook County (part), Burbank city, Illinois",Burbank,09642,Non-Hispanic Black,518
"Cook County (part), Burbank city, Illinois",Burbank,09642,Non-Hispanic Multiracial,555
"Cook County (part), Burbank city, Illinois",Burbank,09642,Non-Hispanic Other,107
"Cook County (part), Burbank city, Illinois",Burbank,09642,Non-Hispanic White,15703
"Cook County (part), Burnham village, Illinois",Burnham,09798,Hispanic/Latino,1035
"Cook County (part), Burnham village, Illinois",Burnham,09798,Non-Hispanic Asian,12
"Cook County (part), Burnham village, Illinois",Burnham,09798,Non-Hispanic Black,2419
"Cook County (part), Burnham village, Illinois",Burnham,09798,Non-Hispanic Multiracial,72
"Cook County (part), Burnham village, Illinois",Burnham,09798,Non-Hispanic Other,17
"Cook County (part), Burnham village, Illinois",Burnham,09798,Non-Hispanic White,491
"Cook County (part), Burr Ridge village, Illinois",Burr Ridge,09980,Hispanic/Latino,224
"Cook County (part), Burr Ridge village, Illinois",Burr Ridge,09980,Non-Hispanic Asian,536
"Cook County (part), Burr Ridge village, Illinois",Burr Ridge,09980,Non-Hispanic Black,51
"Cook County (part), Burr Ridge village, Illinois",Burr Ridge,09980,Non-Hispanic Multiracial,100
"Cook County (part), Burr Ridge village, Illinois",Burr Ridge,09980,Non-Hispanic Other,8
"Cook County (part), Burr Ridge village, Illinois",Burr Ridge,09980,Non-Hispanic White,3447
"Cook County (part), Calumet City city, Illinois",Calumet City,10487,Hispanic/Latino,6476
"Cook County (part), Calumet City city, Illinois",Calumet City,10487,Non-Hispanic Asian,50
"Cook County (part), Calumet City city, Illinois",Calumet City,10487,Non-Hispanic Black,25959
"Cook County (part), Calumet City city, Illinois",Calumet City,10487,Non-Hispanic Multiracial,701
"Cook County (part), Calumet City city, Illinois",Calumet City,10487,Non-Hispanic Other,171
"Cook County (part), Calumet City city, Illinois",Calumet City,10487,Non-Hispanic White,2676
"Cook County (part), Calumet Park village, Illinois",Calumet Park,10513,Hispanic/Latino,453
"Cook County (part), Calumet Park village, Illinois",Calumet Park,10513,Non-Hispanic Asian,5
"Cook County (part), Calumet Park village, Illinois",Calumet Park,10513,Non-Hispanic Black,6230
"Cook County (part), Calumet Park village, Illinois",Calumet Park,10513,Non-Hispanic Multiracial,105
"Cook County (part), Calumet Park village, Illinois",Calumet Park,10513,Non-Hispanic Other,46
"Cook County (part), Calumet Park village, Illinois",Calumet Park,10513,Non-Hispanic White,186
"Cook County (part), Chicago city, Illinois",Chicago,14000,Hispanic/Latino,819518
"Cook County (part), Chicago city, Illinois",Chicago,14000,Non-Hispanic Asian,189857
"Cook County (part), Chicago city, Illinois",Chicago,14000,Non-Hispanic Black,787551
"Cook County (part), Chicago city, Illinois",Chicago,14000,Non-Hispanic Multiracial,70443
"Cook County (part), Chicago city, Illinois",Chicago,14000,Non-Hispanic Other,15397
"Cook County (part), Chicago city, Illinois",Chicago,14000,Non-Hispanic White,863622
"Cook County (part), Chicago Heights city, Illinois",Chicago Heights,14026,Hispanic/Latino,10714
"Cook County (part), Chicago Heights city, Illinois",Chicago Heights,14026,Non-Hispanic Asian,74
"Cook County (part), Chicago Heights city, Illinois",Chicago Heights,14026,Non-Hispanic Black,11487
"Cook County (part), Chicago Heights city, Illinois",Chicago Heights,14026,Non-Hispanic Multiracial,611
"Cook County (part), Chicago Heights city, Illinois",Chicago Heights,14026,Non-Hispanic Other,156
"Cook County (part), Chicago Heights city, Illinois",Chicago Heights,14026,Non-Hispanic White,4438
"Cook County (part), Chicago Ridge village, Illinois",Chicago Ridge,14065,Hispanic/Latino,2258
"Cook County (part), Chicago Ridge village, Illinois",Chicago Ridge,14065,Non-Hispanic Asian,336
"Cook County (part), Chicago Ridge village, Illinois",Chicago Ridge,14065,Non-Hispanic Black,1388
"Cook County (part), Chicago Ridge village, Illinois",Chicago Ridge,14065,Non-Hispanic Multiracial,408
"Cook County (part), Chicago Ridge village, Illinois",Chicago Ridge,14065,Non-Hispanic Other,60
"Cook County (part), Chicago Ridge village, Illinois",Chicago Ridge,14065,Non-Hispanic White,9983
"Cook County (part), Cicero town, Illinois",Cicero,14351,Hispanic/Latino,75890
"Cook County (part), Cicero town, Illinois",Cicero,14351,Non-Hispanic Asian,456
"Cook County (part), Cicero town, Illinois",Cicero,14351,Non-Hispanic Black,2870
"Cook County (part), Cicero town, Illinois",Cicero,14351,Non-Hispanic Multiracial,473
"Cook County (part), Cicero town, Illinois",Cicero,14351,Non-Hispanic Other,247
"Cook County (part), Cicero town, Illinois",Cicero,14351,Non-Hispanic White,5332
"Cook County (part), Country Club Hills city, Illinois",Country Club Hills,16691,Hispanic/Latino,846
"Cook County (part), Country Club Hills city, Illinois",Country Club Hills,16691,Non-Hispanic Asian,129
"Cook County (part), Country Club Hills city, Illinois",Country Club Hills,16691,Non-Hispanic Black,14365
"Cook County (part), Country Club Hills city, Illinois",Country Club Hills,16691,Non-Hispanic Multiracial,408
"Cook County (part), Country Club Hills city, Illinois",Country Club Hills,16691,Non-Hispanic Other,67
"Cook County (part), Country Club Hills city, Illinois",Country Club Hills,16691,Non-Hispanic White,960
"Cook County (part), Countryside city, Illinois",Countryside,16873,Hispanic/Latino,1541
"Cook County (part), Countryside city, Illinois",Countryside,16873,Non-Hispanic Asian,145
"Cook County (part), Countryside city, Illinois",Countryside,16873,Non-Hispanic Black,166
"Cook County (part), Countryside city, Illinois",Countryside,16873,Non-Hispanic Multiracial,133
"Cook County (part), Countryside city, Illinois",Countryside,16873,Non-Hispanic Other,25
"Cook County (part), Countryside city, Illinois",Countryside,16873,Non-Hispanic White,4410
"Cook County (part), Crestwood village, Illinois",Crestwood,17497,Hispanic/Latino,1548
"Cook County (part), Crestwood village, Illinois",Crestwood,17497,Non-Hispanic Asian,186
"Cook County (part), Crestwood village, Illinois",Crestwood,17497,Non-Hispanic Black,1084
"Cook County (part), Crestwood village, Illinois",Crestwood,17497,Non-Hispanic Multiracial,266
"Cook County (part), Crestwood village, Illinois",Crestwood,17497,Non-Hispanic Other,32
"Cook County (part), Crestwood village, Illinois",Crestwood,17497,Non-Hispanic White,7710
"Cook County (part), Crete village, Illinois",Crete,17523,Hispanic/Latino,0
"Cook County (part), Crete village, Illinois",Crete,17523,Non-Hispanic Asian,0
"Cook County (part), Crete village, Illinois",Crete,17523,Non-Hispanic Black,0
"Cook County (part), Crete village, Illinois",Crete,17523,Non-Hispanic Multiracial,0
"Cook County (part), Crete village, Illinois",Crete,17523,Non-Hispanic Other,0
"Cook County (part), Crete village, Illinois",Crete,17523,Non-Hispanic White,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,Hispanic/Latino,1
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,Non-Hispanic Asian,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,Non-Hispanic Black,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,Non-Hispanic Multiracial,1
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,Non-Hispanic Other,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,Non-Hispanic White,16
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,Hispanic/Latino,26
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,Non-Hispanic Asian,45
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,Non-Hispanic Black,9
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,Non-Hispanic Multiracial,12
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,Non-Hispanic Other,1
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,Non-Hispanic White,414
"Cook County (part), Des Plaines city, Illinois",Des Plaines,19642,Hispanic/Latino,12457
"Cook County (part), Des Plaines city, Illinois",Des Plaines,19642,Non-Hispanic Asian,9153
"Cook County (part), Des Plaines city, Illinois",Des Plaines,19642,Non-Hispanic Black,1385
"Cook County (part), Des Plaines city, Illinois",Des Plaines,19642,Non-Hispanic Multiracial,1449
"Cook County (part), Des Plaines city, Illinois",Des Plaines,19642,Non-Hispanic Other,254
"Cook County (part), Des Plaines city, Illinois",Des Plaines,19642,Non-Hispanic White,35977
"Cook County (part), Dixmoor village, Illinois",Dixmoor,20149,Hispanic/Latino,1090
"Cook County (part), Dixmoor village, Illinois",Dixmoor,20149,Non-Hispanic Asian,18
"Cook County (part), Dixmoor village, Illinois",Dixmoor,20149,Non-Hispanic Black,1485
"Cook County (part), Dixmoor village, Illinois",Dixmoor,20149,Non-Hispanic Multiracial,49
"Cook County (part), Dixmoor village, Illinois",Dixmoor,20149,Non-Hispanic Other,21
"Cook County (part), Dixmoor village, Illinois",Dixmoor,20149,Non-Hispanic White,310
"Cook County (part), Dolton village, Illinois",Dolton,20292,Hispanic/Latino,937
"Cook County (part), Dolton village, Illinois",Dolton,20292,Non-Hispanic Asian,38
"Cook County (part), Dolton village, Illinois",Dolton,20292,Non-Hispanic Black,19322
"Cook County (part), Dolton village, Illinois",Dolton,20292,Non-Hispanic Multiracial,404
"Cook County (part), Dolton village, Illinois",Dolton,20292,Non-Hispanic Other,127
"Cook County (part), Dolton village, Illinois",Dolton,20292,Non-Hispanic White,598
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,Hispanic/Latino,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,Non-Hispanic Asian,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,Non-Hispanic Black,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,Non-Hispanic Multiracial,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,Non-Hispanic Other,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,Non-Hispanic White,0
"Cook County (part), East Hazel Crest village, Illinois",East Hazel Crest,21904,Hispanic/Latino,209
"Cook County (part), East Hazel Crest village, Illinois",East Hazel Crest,21904,Non-Hispanic Asian,4
"Cook County (part), East Hazel Crest village, Illinois",East Hazel Crest,21904,Non-Hispanic Black,748
"Cook County (part), East Hazel Crest village, Illinois",East Hazel Crest,21904,Non-Hispanic Multiracial,39
"Cook County (part), East Hazel Crest village, Illinois",East Hazel Crest,21904,Non-Hispanic Other,6
"Cook County (part), East Hazel Crest village, Illinois",East Hazel Crest,21904,Non-Hispanic White,291
"Cook County (part), Elgin city, Illinois",Elgin,23074,Hispanic/Latino,13120
"Cook County (part), Elgin city, Illinois",Elgin,23074,Non-Hispanic Asian,2070
"Cook County (part), Elgin city, Illinois",Elgin,23074,Non-Hispanic Black,1453
"Cook County (part), Elgin city, Illinois",Elgin,23074,Non-Hispanic Multiracial,555
"Cook County (part), Elgin city, Illinois",Elgin,23074,Non-Hispanic Other,97
"Cook County (part), Elgin city, Illinois",Elgin,23074,Non-Hispanic White,7352
"Cook County (part), Elk Grove Village village, Illinois",Elk Grove Village,23256,Hispanic/Latino,3989
"Cook County (part), Elk Grove Village village, Illinois",Elk Grove Village,23256,Non-Hispanic Asian,3919
"Cook County (part), Elk Grove Village village, Illinois",Elk Grove Village,23256,Non-Hispanic Black,599
"Cook County (part), Elk Grove Village village, Illinois",Elk Grove Village,23256,Non-Hispanic Multiracial,862
"Cook County (part), Elk Grove Village village, Illinois",Elk Grove Village,23256,Non-Hispanic Other,123
"Cook County (part), Elk Grove Village village, Illinois",Elk Grove Village,23256,Non-Hispanic White,23320
"Cook County (part), Elmhurst city, Illinois",Elmhurst,23620,Hispanic/Latino,1
"Cook County (part), Elmhurst city, Illinois",Elmhurst,23620,Non-Hispanic Asian,1
"Cook County (part), Elmhurst city, Illinois",Elmhurst,23620,Non-Hispanic Black,4
"Cook County (part), Elmhurst city, Illinois",Elmhurst,23620,Non-Hispanic Multiracial,2
"Cook County (part), Elmhurst city, Illinois",Elmhurst,23620,Non-Hispanic Other,0
"Cook County (part), Elmhurst city, Illinois",Elmhurst,23620,Non-Hispanic White,0
"Cook County (part), Elmwood Park village, Illinois",Elmwood Park,23724,Hispanic/Latino,8599
"Cook County (part), Elmwood Park village, Illinois",Elmwood Park,23724,Non-Hispanic Asian,732
"Cook County (part), Elmwood Park village, Illinois",Elmwood Park,23724,Non-Hispanic Black,658
"Cook County (part), Elmwood Park village, Illinois",Elmwood Park,23724,Non-Hispanic Multiracial,375
"Cook County (part), Elmwood Park village, Illinois",Elmwood Park,23724,Non-Hispanic Other,82
"Cook County (part), Elmwood Park village, Illinois",Elmwood Park,23724,Non-Hispanic White,14075
"Cook County (part), Evanston city, Illinois",Evanston,24582,Hispanic/Latino,8778
"Cook County (part), Evanston city, Illinois",Evanston,24582,Non-Hispanic Asian,7701
"Cook County (part), Evanston city, Illinois",Evanston,24582,Non-Hispanic Black,12329
"Cook County (part), Evanston city, Illinois",Evanston,24582,Non-Hispanic Multiracial,4165
"Cook County (part), Evanston city, Illinois",Evanston,24582,Non-Hispanic Other,603
"Cook County (part), Evanston city, Illinois",Evanston,24582,Non-Hispanic White,44534
"Cook County (part), Evergreen Park village, Illinois",Evergreen Park,24634,Hispanic/Latino,3411
"Cook County (part), Evergreen Park village, Illinois",Evergreen Park,24634,Non-Hispanic Asian,232
"Cook County (part), Evergreen Park village, Illinois",Evergreen Park,24634,Non-Hispanic Black,4775
"Cook County (part), Evergreen Park village, Illinois",Evergreen Park,24634,Non-Hispanic Multiracial,501
"Cook County (part), Evergreen Park village, Illinois",Evergreen Park,24634,Non-Hispanic Other,125
"Cook County (part), Evergreen Park village, Illinois",Evergreen Park,24634,Non-Hispanic White,10899
"Cook County (part), Flossmoor village, Illinois",Flossmoor,26571,Hispanic/Latino,462
"Cook County (part), Flossmoor village, Illinois",Flossmoor,26571,Non-Hispanic Asian,187
"Cook County (part), Flossmoor village, Illinois",Flossmoor,26571,Non-Hispanic Black,5645
"Cook County (part), Flossmoor village, Illinois",Flossmoor,26571,Non-Hispanic Multiracial,398
"Cook County (part), Flossmoor village, Illinois",Flossmoor,26571,Non-Hispanic Other,54
"Cook County (part), Flossmoor village, Illinois",Flossmoor,26571,Non-Hispanic White,2958
"Cook County (part), Ford Heights village, Illinois",Ford Heights,26710,Hispanic/Latino,67
"Cook County (part), Ford Heights village, Illinois",Ford Heights,26710,Non-Hispanic Asian,4
"Cook County (part), Ford Heights village, Illinois",Ford Heights,26710,Non-Hispanic Black,1651
"Cook County (part), Ford Heights village, Illinois",Ford Heights,26710,Non-Hispanic Multiracial,37
"Cook County (part), Ford Heights village, Illinois",Ford Heights,26710,Non-Hispanic Other,10
"Cook County (part), Ford Heights village, Illinois",Ford Heights,26710,Non-Hispanic White,44
"Cook County (part), Forest Park village, Illinois",Forest Park,26935,Hispanic/Latino,1623
"Cook County (part), Forest Park village, Illinois",Forest Park,26935,Non-Hispanic Asian,879
"Cook County (part), Forest Park village, Illinois",Forest Park,26935,Non-Hispanic Black,4345
"Cook County (part), Forest Park village, Illinois",Forest Park,26935,Non-Hispanic Multiracial,594
"Cook County (part), Forest Park village, Illinois",Forest Park,26935,Non-Hispanic Other,142
"Cook County (part), Forest Park village, Illinois",Forest Park,26935,Non-Hispanic White,6756
"Cook County (part), Forest View village, Illinois",Forest View,26987,Hispanic/Latino,387
"Cook County (part), Forest View village, Illinois",Forest View,26987,Non-Hispanic Asian,12
"Cook County (part), Forest View village, Illinois",Forest View,26987,Non-Hispanic Black,16
"Cook County (part), Forest View village, Illinois",Forest View,26987,Non-Hispanic Multiracial,18
"Cook County (part), Forest View village, Illinois",Forest View,26987,Non-Hispanic Other,0
"Cook County (part), Forest View village, Illinois",Forest View,26987,Non-Hispanic White,359
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,Hispanic/Latino,0
